id,payout_id,receipt_id,amount_paise,status,merchant_id,created_at,updated_at
9d57835b-ba66-4f93-a31f-b68cb3e7b93f,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000001,2458600,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T10:50:00+00:00,2026-08-02T10:50:00+00:00
14dde9b6-25f0-488d-a15b-6021e4db371c,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000002,2347900,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T06:05:00+00:00,2026-08-02T06:05:00+00:00
8ee85261-d38b-437a-b06b-84cf84a15e79,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000003,176800,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T11:48:00+00:00,2026-08-01T11:48:00+00:00
db94d5b1-70f0-4a91-bf53-8938d5c1fc1e,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000004,1558300,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T09:08:00+00:00,2026-08-01T09:08:00+00:00
c7c36fc9-7384-4975-9da2-e486f1e51bc9,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000005,795700,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T18:18:00+00:00,2026-08-02T18:18:00+00:00
e1bb26c1-8432-4f57-8616-32cd43c507c4,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000006,682800,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T08:43:00+00:00,2026-08-01T08:43:00+00:00
fe6aa84a-795f-42fd-ac50-5ee9c1bed725,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000007,277400,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T07:19:00+00:00,2026-08-01T07:19:00+00:00
d6313f14-18a7-46b7-8ab7-e012f1aae3f7,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000008,1719200,SETTLED,11111111-1111-1111-1111-111111111111,2026-07-31T21:07:00+00:00,2026-07-31T21:07:00+00:00
ebde205c-d161-41e9-8ee8-e1e044fe142a,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000009,1807000,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T18:53:00+00:00,2026-08-01T18:53:00+00:00
0275d715-54a6-4884-b75b-4b3929c65031,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000010,905900,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T00:44:00+00:00,2026-08-02T00:44:00+00:00
6fecd356-8c41-4779-898d-e01806d7dc2b,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000011,175300,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T23:33:00+00:00,2026-08-01T23:33:00+00:00
64082554-b8d2-414a-9f6a-87583211cce4,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000012,1182700,SETTLED,11111111-1111-1111-1111-111111111111,2026-07-31T08:33:00+00:00,2026-07-31T08:33:00+00:00
3d0d8c1f-c3ff-4d14-84e9-aa20e67b2de0,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000013,2036400,SETTLED,11111111-1111-1111-1111-111111111111,2026-07-31T15:36:00+00:00,2026-07-31T15:36:00+00:00
ef7f4d8c-c97c-44d4-9362-222f152719f8,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000014,1939300,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T10:58:00+00:00,2026-08-02T10:58:00+00:00
d1fb64b6-723c-47b8-ad84-1081e7c59310,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000015,2372500,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T18:27:00+00:00,2026-08-01T18:27:00+00:00
e1faec37-72c8-45e7-99c7-8d01dad2655d,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000016,1814300,SETTLED,11111111-1111-1111-1111-111111111111,2026-07-30T21:48:00+00:00,2026-07-30T21:48:00+00:00
2d1387b9-8468-49e8-9fa3-3d0ceb71714c,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000017,1243400,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T16:18:00+00:00,2026-08-01T16:18:00+00:00
b614ab1e-8c31-4b11-92c1-611efeaf16ff,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000018,1131900,SETTLED,11111111-1111-1111-1111-111111111111,2026-07-31T08:18:00+00:00,2026-07-31T08:18:00+00:00
e6e435d5-9fcc-4f1a-8f79-5425b0d6b15c,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000019,458300,SETTLED,11111111-1111-1111-1111-111111111111,2026-07-31T09:28:00+00:00,2026-07-31T09:28:00+00:00
564365dd-7ba5-40f8-bb2b-3b30640ba64f,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000020,1063400,SETTLED,11111111-1111-1111-1111-111111111111,2026-07-31T05:40:00+00:00,2026-07-31T05:40:00+00:00
2518237b-ee11-4816-9cd2-5f7f0541eae2,a1148254-f7bf-449f-9c4b-21eecf8fd6d8,rcpt_ord_000021,1368500,SETTLED,11111111-1111-1111-1111-111111111111,2026-07-31T09:25:00+00:00,2026-07-31T09:25:00+00:00
60f791e6-b2fb-4289-ba8d-34f72f158913,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000022,678600,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T13:36:00+00:00,2026-08-01T13:36:00+00:00
9cc03d4d-c9ec-4b5f-85ba-d4252d1202ad,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000023,2269400,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T05:21:00+00:00,2026-08-01T05:21:00+00:00
16d5c907-1e49-44ad-b643-5a41f1cad237,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000024,1914800,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T22:25:00+00:00,2026-08-01T22:25:00+00:00
9a7e5d55-a2eb-4f77-92ee-157e0add973c,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000025,51300,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T01:47:00+00:00,2026-08-02T01:47:00+00:00
69b1611b-b957-40dd-bbff-ce0970a36777,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000026,1458600,SETTLED,11111111-1111-1111-1111-111111111111,2026-07-31T15:19:00+00:00,2026-07-31T15:19:00+00:00
479a8928-9f19-4dcf-8fb5-a392a79e46db,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000027,1105900,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T20:32:00+00:00,2026-08-01T20:32:00+00:00
d28df307-ebb1-42c1-9087-1227bff70a1b,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000028,2263800,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T18:30:00+00:00,2026-08-02T18:30:00+00:00
783a5060-6471-4e6d-84c4-04fa4888511c,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000029,2461500,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T13:55:00+00:00,2026-08-02T13:55:00+00:00
22899e28-bf08-46da-84ee-bb1a3ee54adc,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000030,979900,SETTLED,11111111-1111-1111-1111-111111111111,2026-07-31T13:20:00+00:00,2026-07-31T13:20:00+00:00
55490ddf-96b4-42c9-aa1f-87a4e1220adb,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000031,2079100,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T08:08:00+00:00,2026-08-02T08:08:00+00:00
c92b1fda-7865-4d03-8ec3-855a25cd02b4,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000032,819600,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T01:46:00+00:00,2026-08-01T01:46:00+00:00
5610977b-fc2c-4e77-9d39-bddab666c1b8,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000033,702500,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-03T10:58:00+00:00,2026-08-03T10:58:00+00:00
c68dca43-fcc5-4c54-b0cd-8e841c81c8ca,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000034,852300,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T15:06:00+00:00,2026-08-01T15:06:00+00:00
caae2b6b-1316-4cd7-bac4-90fc44fffb04,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000035,288600,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T21:04:00+00:00,2026-08-01T21:04:00+00:00
1f8543bd-310a-42da-a73a-cfaae8d0b559,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000036,2113600,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T04:15:00+00:00,2026-08-01T04:15:00+00:00
4fa6d041-8b4c-4115-895c-8531e672a60c,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000037,2331800,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T19:35:00+00:00,2026-08-01T19:35:00+00:00
8611497b-e30e-46b5-93ca-d0b532c12f56,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000038,849400,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T14:16:00+00:00,2026-08-02T14:16:00+00:00
1b4faa7f-d62b-421f-a7c8-ec868f7ffce3,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000039,68100,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T21:46:00+00:00,2026-08-02T21:46:00+00:00
36518d47-2836-467b-b848-a65b5975ac48,3a3fbb83-2900-4490-aa59-1bf67d9aad39,rcpt_ord_000040,626300,SETTLED,11111111-1111-1111-1111-111111111111,2026-07-31T18:31:00+00:00,2026-07-31T18:31:00+00:00
42bfdd51-4c3b-4d27-8e16-d7056712061d,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000041,1876500,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T05:31:00+00:00,2026-08-04T05:31:00+00:00
a92d0621-9f54-43ea-a372-ac2aac861de4,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000042,486900,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T11:27:00+00:00,2026-08-02T11:27:00+00:00
497b8e63-67b8-4621-bf31-6a27dca47046,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000043,1881400,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T22:12:00+00:00,2026-08-01T22:12:00+00:00
dcda14fc-5e6b-43d2-883b-416d72f880b4,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000044,1500200,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T16:33:00+00:00,2026-08-01T16:33:00+00:00
f6092047-343d-48bd-bbe2-2583850d2204,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000045,1845200,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-03T03:13:00+00:00,2026-08-03T03:13:00+00:00
be97a06a-001d-42e4-8f3a-37ab96f48647,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000046,1605400,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-03T00:12:00+00:00,2026-08-03T00:12:00+00:00
3b8631e0-8dd9-46f9-9de4-e2a0fe9f7440,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000047,860100,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T00:11:00+00:00,2026-08-02T00:11:00+00:00
0ff72f06-0173-4bb6-a161-2927e429bde9,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000048,1758100,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T12:45:00+00:00,2026-08-02T12:45:00+00:00
bd332a4a-2070-4b3d-a0e4-78b96648e5f7,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000049,949800,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-03T06:15:00+00:00,2026-08-03T06:15:00+00:00
2ddfb7a6-5ea3-4797-b563-a71ef703da95,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000050,986200,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T00:39:00+00:00,2026-08-04T00:39:00+00:00
cc181f4d-b90d-4c1b-b9a5-a3591d262c1b,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000051,1097600,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T06:52:00+00:00,2026-08-02T06:52:00+00:00
5823728b-f46d-439b-a61d-99e298654ef7,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000052,544200,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-03T20:16:00+00:00,2026-08-03T20:16:00+00:00
c1da6f0b-5af1-44e8-b9ff-7875fbe1588b,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000053,550700,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T02:56:00+00:00,2026-08-02T02:56:00+00:00
edc0a860-5660-4b17-a8cc-3dcbf2b56115,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000054,1409400,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T22:26:00+00:00,2026-08-02T22:26:00+00:00
4178d188-df8f-4bcd-905e-14badfc15fe6,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000055,1576700,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-03T07:47:00+00:00,2026-08-03T07:47:00+00:00
4529f0b3-cbee-4145-8007-ecb180e9d61c,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000056,1426700,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T14:16:00+00:00,2026-08-02T14:16:00+00:00
068e049a-a610-4d66-ab8e-feef7222503d,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000057,114000,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T20:30:00+00:00,2026-08-01T20:30:00+00:00
f44d9c4d-4ca1-4583-bd2d-9fac01a7216c,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000058,69300,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T23:12:00+00:00,2026-08-02T23:12:00+00:00
394727fd-ef84-4ad8-816e-b8428e0405d9,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000059,1327900,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T15:13:00+00:00,2026-08-02T15:13:00+00:00
9f1d59cd-ee5f-4ba8-91fe-78051fabe2d3,6c736bf6-31e8-4cf9-9b99-eb549aef518b,rcpt_ord_000060,2457200,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-01T13:03:00+00:00,2026-08-01T13:03:00+00:00
e33ba670-79c1-4227-ba4b-be22654c176e,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000061,1649800,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-05T03:33:00+00:00,2026-08-05T03:33:00+00:00
e6a13f3f-d2b3-4ac2-947d-17b8e76e77f5,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000062,1641300,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T23:39:00+00:00,2026-08-04T23:39:00+00:00
6b76f591-b2e1-413d-bc18-7fd5ffd837ea,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000063,2241700,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T23:14:00+00:00,2026-08-02T23:14:00+00:00
e15e608c-182c-43a9-820e-09745a1b7519,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000064,590800,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T07:21:00+00:00,2026-08-04T07:21:00+00:00
af81b6be-4103-427b-a1ee-bbd1c8ec0be9,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000065,1800200,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T23:23:00+00:00,2026-08-04T23:23:00+00:00
494d8cca-4214-4189-ad64-9fb563de2796,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000066,1899300,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-03T11:55:00+00:00,2026-08-03T11:55:00+00:00
2b956991-0042-47d8-98a4-d0ecfd9f348e,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000067,2156100,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T07:05:00+00:00,2026-08-04T07:05:00+00:00
ad769e0f-77ea-47d7-a276-eca1789d2240,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000068,1562800,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-05T10:44:00+00:00,2026-08-05T10:44:00+00:00
f9f25654-42f5-434d-9e24-2dbeb03f260e,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000069,1292200,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T05:31:00+00:00,2026-08-04T05:31:00+00:00
20434733-a06d-476f-be3d-3c2a1475181b,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000070,1121000,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-03T23:43:00+00:00,2026-08-03T23:43:00+00:00
3dc036c7-ab2a-46d7-a11c-d83f089d4e79,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000071,1431300,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T09:30:00+00:00,2026-08-04T09:30:00+00:00
c48d4e1c-8d0c-46ad-8295-0c7e2e4cf0b0,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000072,113500,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T18:57:00+00:00,2026-08-02T18:57:00+00:00
bb0e1b1c-53b1-4a31-a125-622418f3fc0d,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000073,1196700,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T15:56:00+00:00,2026-08-04T15:56:00+00:00
f87bb991-df28-4771-99f9-f574004ab1e8,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000074,2185600,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-05T11:45:00+00:00,2026-08-05T11:45:00+00:00
130d4ddd-2f20-4d5a-a08c-c72a17bd9fc7,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000075,703200,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T16:51:00+00:00,2026-08-04T16:51:00+00:00
cb3c53c8-ea12-47d1-9bd2-a6473f021f21,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000076,831600,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T20:18:00+00:00,2026-08-04T20:18:00+00:00
a2e0293b-9e18-45e8-bdb0-5ac2a3b07170,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000077,424800,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-03T05:31:00+00:00,2026-08-03T05:31:00+00:00
09798e49-a5fa-4e6f-9464-6675c8574924,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000078,2342000,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T00:50:00+00:00,2026-08-04T00:50:00+00:00
b6995d1e-267e-4d26-bc9b-534c48f2892d,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000079,2035300,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-02T13:53:00+00:00,2026-08-02T13:53:00+00:00
b4490b28-12cf-49c7-9651-493969e954b9,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000080,586600,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T08:23:00+00:00,2026-08-04T08:23:00+00:00
3475ee15-8a3a-4584-bea8-a48b43c2d33c,36a7544e-5083-4159-ba84-a2ac881b2d52,rcpt_ord_000081,134100,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-03T17:17:00+00:00,2026-08-03T17:17:00+00:00
49e61b6b-35f8-4941-922b-885574fbd9f5,eefff52d-118f-4b0c-8a6f-be6c2fcd3fea,rcpt_ord_000082,699800,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-06T01:16:00+00:00,2026-08-06T01:16:00+00:00
87cb8286-6f36-400f-aeb5-a03e9f51e755,eefff52d-118f-4b0c-8a6f-be6c2fcd3fea,rcpt_ord_000083,2105300,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-06T16:16:00+00:00,2026-08-06T16:16:00+00:00
31149fc1-17fc-4407-9820-a77956b06382,eefff52d-118f-4b0c-8a6f-be6c2fcd3fea,rcpt_ord_000084,1038200,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T00:09:00+00:00,2026-08-04T00:09:00+00:00
3c27093a-b8a0-463c-92d6-7446d888e3aa,eefff52d-118f-4b0c-8a6f-be6c2fcd3fea,rcpt_ord_000085,446600,SETTLED,11111111-1111-1111-1111-111111111111,2026-08-04T18:38:00+00:00,2026-08-04T18:38:00+00:00
